Target?,"RA,Dec (J2000)....",WDS.......,DD............,ADS..,HD....,HIP...,*V1.11*,*V2.22*,PPPP.PPPPPP,*,eee.eeeeee,AAA.AAAAA,*,ee.eeeee,III.IIII,eee.eeee,NNN.NNNN*,eee.eee,e TTTTT.TTTTTT,*,eee.eeeeee,E.EEEEEE,e.eeeeee,OOO.OOOO,eee.eeee,EQNX,LAST,G,N,REF.....,PNGFILE...........
,144610.92-211032.6,14462-2111,FIN 309,,129980,72217,7.3,7.3,25.8,y,.,0.292,a,.,58,.,137,.,1993,y,.,0.03,.,67,.,2000,,2,n,Sod1999,wds14462-2111a.png
,144615.54+093850.6,14463+0939,STF1879AB,9380,130145,72221,7.79,8.45,253,y,10,1.111,a,0.033,117.8,3.4,251.24,0.87,1866,y,3,0.6989,0.001,327.8,4.6,2000,,3,n,Msn1999a,wds14463+0939b.png
,144621.64-072248.7,14464-0723,STF1876AB,9379,130089,,8.46,8.62,645,y,.,1.26,a,.,50.4,.,120.1,.,2140,y,.,0.357,.,99.6,.,2000,1999,5,,Sey2002,wds14464-0723a.png
,144853.25+055716.6,14489+0557,STF1883,9392,130604,72447,7.02,8.95,216.17,y,.,0.797,a,.,107.4,.,99.4,.,1965.37,y,.,0.61,.,43,.,,1999,2,n,Sey2000b,wds14489+0557b.png
,144913.70+101253.7,14492+1013,A  2983,9397,130669,72479,9.36,9.27,9.97,y,.,0.122,a,.,40,.,143,.,1988.2,y,.,0.51,.,338,.,2000,,2,n,Sod1999,wds14492+1013a.png
,145103.33-370549.4,14511-3706,I   529,,130779,72639,9.64,10,2507.26,y,.,2.657,a,.,166.66,.,76.71,.,1944.06,y,.,0.9329,.,257.23,.,1900,1975,5,n,Dom1978,wds14511-3706a.png
,145123.28+190602.3,14514+1906,STF1888AB,9413,131156,72659,4.76,6.95,151.6,y,.,4.94,a,.,139,.,347,.,1909.3,y,.,0.51,.,203,.,2000,,2,n,Sod1999,wds14514+1906a.png
,145127.55+445542.5,14515+4456,STT 287,9418,131315,72666,8.4,8.62,340,y,.,0.91,a,.,67,.,166.9,.,2067,y,.,0.34,.,306,.,2000,,4,n,Hei1997,wds14515+4456a.png
,145323.36+154218.4,14534+1542,STT 288,9425,131473,72846,6.89,7.55,313,y,.,1.358,a,.,108.5,.,12.5,.,1824,y,.,0.5,.,49,.,,,4,n,Hei1998,wds14534+1542c.png
,145324.04+190908.2,14534+1909,DE Boo,.,131511,72848,6.01,.,125.4,d,.,16.54,m,0.18,93.4,4.2,248.3,3.6,50203.4,d,.,0.51,.,219,.,,1992,9,n,Jnc2005,wds14534+1909u.png
,145351.90+233319.9,14540+2335,REU   2,,,72896,12.24,12.66,34.1,y,.,0.69,a,.,120,.,120,.,1996,y,.,0.77,.,212,.,2000,1989,4,n,Hei1990c,wds14540+2335a.png
,145411.32-662510.8,14542-6625,HJ 4707,,130940,72921,7.53,8.09,346,y,4.7,1.577,a,0.023,113.76,0.6,60.67,0.91,1933.9,y,1.4,0.3903,0.0045,359.4,2,2000,1997,4,n,Msn1999a,wds14542-6625c.png
,145430.38+160608.2,14545+1606,"MEL   2Ba,Bb",,,,10.02k,10.43k,863.7,d,4.2,90.4,m,0.7,32.4,1.3,321.3,2.2,51820.9,d,2.6,0.312,0.007,256.7,1.7,2000,2005,3,n,Smn2006,wds14545+1606r.png
,145546.57+393854.3,14558+3939,A  1627,9441,132027,73053,8.8,8.8,101.25,y,.,0.23,a,.,61.8,.,24,.,1954.52,y,.,0.05,.,309.7,.,,1990,3,n,Baz1993a,wds14558+3939a.png
,145630.78-343754.2,14565-3438,I   227AB,,131751,73108,8.06,8.39,40,y,.,0.2563,a,.,126.2,.,85.7,.,1955.5,y,.,0.865,.,162.77,.,1950,1960,4,n,Ltg1961c,wds14565-3438a.png
,145630.89+025512.2,14565+0255,A  2172,9443,131954,,8,8.6,153,y,.,0.183,a,.,119.3,.,129,.,2001.1,y,.,0.241,.,340.6,.,2000,1995,3,,Sey2002,wds14565+0255a.png
,145643.98-624651.6,14567-6247,FIN 372,,131492,73129,5.9,5.9,36.23,y,.,0.147,a,.,115.2,.,7.3,.,1992.96,y,.,0.398,.,191.4,.,2000,1996,4,n,Mnt2003a,wds14567-6247a.png
,145725.92-212426.9,14575-2125,H N  28BC,9446,131976,73182,8.18,9.5,0.845696,y,.,0.1507,a,.,107.6,.,195.9,.,1996.51105,y,.,0.7559,.,127.56,.,2000,1998,3,n,Frv1999,wds14575-2125b.png
,145727.35-212440.6,14575-2125,H N  28AB,9446,131977,73184,5.88,8.18,2130,y,.,32.34,a,.,72.53,.,317.31  *,.,1689,y,.,0.2,.,252.1,.,2000,1991,5,n,Hle1994,wds14575-2125d.png
,145735.12+655556.6,14576+6556,RR UMi,.,132813,73199,4.71,.,748.9,d,.,6.1,m,0.48,53.3,4,239.3,5.5,44419,d,.,0.13,.,212,.,,1992,9,n,Jnc2005,wds14576+6556u.png
,145839.29-273926.3,14587-2739,BU  239,9453,132219,73284,6.17,6.79,429.19,y,.,0.836,a,.,66.9,.,126.6,.,2217.25,y,.,0.337,.,75.5,.,2000,1998,4,n,Lin1998a,wds14587-2739b.png
,145849.32+355058.7,14588+3551,COU1136,,132583,,9.3,9.3,68.5,y,.,0.132,a,.,137,.,104,.,2006.21,y,.,0.55,.,118.7,.,,,4,,Cou1999b,wds14588+3551a.png
,145920.35+464903.5,14593+4649,COU1760,,,73346,9.61,10.47,113.32,y,.,0.261,a,.,61.3,.,191.2,.,1972.35,y,.,0.576,.,275.4,.,2000,1996,4,,Sey2001,wds14593+4649a.png
,145950.12-220041.4,14598-2201,"Ci 18,1988",,132475,73385,8.57,.,3.559,y,.,0.032,a,.,32,.,90,.,1933.975,y,.,0,.,0,.,,1937,9,n,Ald1938b,wds14598-2201p.png
,150027.71+714554.9,15005+7146,9 UMi,,133621,73440,6.66,.,436,d,16,13,m,14,70,15,229,94,48434,d,180,0.94,0.26,88,92,,1993,9,,Gln2006,wds15005+7146w.png
,150027.71+714554.9,15005+7146,9 UMi,,133621,73440,6.66,.,448,d,13,8,m,10,68,10,244,94,48458,d,66,0.65,0.3,84,96,,1993,9,,Gln2006,wds15005+7146v.png
,150127.11+601215.9,15014+6012,GC 20233,,133388,73507,5.92,.,691.0524,d,17.4599,6.84,m,0.74,126.06,7.72,13.1,8.72,48058.582,d,19.1686,0,.,0,.,,1991,9,n,HIP1997d,wds15014+6012p.png
,150306.63+443839.9,15031+4439,CHR  43,,133484,73637,6.65,.,97.7,y,4.82,0.43,a,0.056,71.8,2.4,62.8,3,2078.87,y,0.45,0.52,0.11,358,3.8,2000,1995,5,,Ole2005c,wds15031+4439b.png
,150332.00-403522.8,15035-4035,I  1262,,133022,73667,9.53,9.85,134,y,.,0.286,a,.,53,.,41.3,.,1917,y,.,0.38,.,126,.,,,5,n,Hei1996a,wds15035-4035d.png
,150347.68+473914.5,15038+4739,STF1909,9494,133640,73695,5.2,6.1,206,y,.,3.8,a,.,84,.,57,.,2013,y,.,0.55,.,45,.,2000,,2,n,Sod1999,wds15038+4739a.png
,150414.24-152951.4,15042-1530,RST3906,,133316,73724,8.67,9.17,41,y,.,0.24,a,.,129,.,159,.,1964.7,y,.,0.19,.,42,.,2000,1979,4,n,Hei1981a,wds15042-1530a.png
,150454.07-183526.2,15049-1835,LTT 6010,,133412,73787,9.5,.,521.6112,d,34.0532,11.35,m,1.66,74.45,18.58,33.59,15.64,48349.293,d,14.5214,0,.,0,.,,1991,9,n,HIP1997d,wds15049-1835p.png
,150708.61-021650.5,15071-0217,A   689,9504,133928,73982,8.2,8.7,66,y,.,0.31,a,.,103.9,.,164,.,1935.6,y,.,0.88,.,65,.,,1982,4,n,Baz1987d,wds15071-0217b.png
,150720.34+182631.0,15073+1827,A  2385,9505,134064,74000,6.8,6.8,8,y,.,0.1,a,.,122.6,.,41.3,.,1939.97,y,.,0.45,.,71.4,.,,1945,4,n,Egg1946b,wds15073+1827a.png
,150747.23+395558.3,15078+3956,COU1271,,134303,,9,10,137.83,y,.,0.38,a,.,0,.,,.,,,.,0,.,,.,,,5,,Cou1999b,wds15078+3956a.png
,150823.78+261804.3,15084+2618,46 Boo,.,134320,74087,5.68,.,2567.1,d,.,11.2,m,1.6,62,9,82.6,6.6,48356.6,d,.,0.83,.,175.3,.,,1992,9,,Jnc2005,wds15084+2618u.png
,150850.63-451647.3,15088-4517,SEE 219AB,,133955,74117,4.43,5.23,73.55,y,1,0.275,a,0.005,73.8,1,22.7,1,2072.14,y,0.5,0.552,0.02,302.8,3,2000,1996,2,n,Doc2007d,wds15088-4517b.png
,151213.31-194729.9,15122-1948,B  2351Aa,9532,134759,74392,5.1,5.5,23.469,y,0.094,0.12937,a,0.00089,153.6,1.2,177.4,2.8,1971.098,y,0.058,0.2469,0.0035,343.9,3.2,2000,,2,n,Msn1999a,wds15122-1948c.png
,151240.62+600804.9,15127+6008,HU 1159,9545,135529,74428,9.45,9.92,143.7,y,.,0.214,a,.,46.2,.,91.5,.,1957,y,.,0.75,.,98,.,2000,1982,5,n,Baz1985b,wds15127+6008a.png
,151335.21+345254.8,15136+3453,HO   60,9547,135365,74512,9.2,9.3,188.56,y,.,0.281,a,.,110.9,.,33.5,.,1972.61,y,.,0.55,.,161.4,.,,1990,4,n,Baz1994,wds15136+3453b.png
,151601.56-045352.3,15160-0454,STF3091AB,9557,135578,74703,7.74,8.48,148,y,.,0.708,a,.,93.1,.,222.8,.,2032.16,y,.,0.82,.,104.9,.,2000,1997,3,n,Msn1999c,wds15160-0454a.png
,151820.19+265024.7,15183+2650,STF1932Aa-B,9578,136176,74893,7.32,7.41,203,y,.,1.216,a,.,58.2,.,64,.,1941.42,y,.,0.652,.,51,.,2000,1964,2,n,Hei1965c,wds15183+2650b.png
,151820.25+265025.3,15183+2650,"STF1932Bc,P",9578,136176,B 74893,6.6,.,50,y,.,0.055,a,.,90,.,135,.,1895,y,.,0.7,.,243.5,.,,1950,9,n,Mlr1952d,wds15183+2650p.png
,151834.84+235642.8,15186+2356,COU 307,,,,9.5,9.6,110.6,y,.,0.21,a,.,134.2,.,31.5,.,1955.23,y,.,0.55,.,204.2,.,,,5,,Cou1999b,wds15186+2356a.png
,152039.23+152250.7,15206+1523,HU 1160,9595,,75090,9.59,9.72,259.2,y,.,1.166,a,.,40.01,.,78.98,.,2001.41,y,.,0.82,.,307.47,.,,1985,5,n,Pop1986d,wds15206+1523a.png
,152236.79-475513.5,15226-4755,SLR  20,,136466,75255,8.33,8.67,260,y,.,1.515,a,.,108,.,54.5,.,1985,y,.,0.3,.,9,.,2000,1990,5,n,Hei1993d,wds15226-4755a.png
Y,152312.23+301717.7,15232+3017,STF1937AB,9617,137107,75312,5.64,5.95,41.556,y,0.014,0.86821,a,0.00068,57.973,0.066,203.17,0.11,1975.464,y,0.031,0.2742,0.0013,38.83,0.31,2000,2005,1,n,WSI2006b,wds15232+3017k.png
,010816.39+545513.2,01083+5455,WCK   1Aa,,6582,5336,5.17,10.7,21.753,y,0.069,1.009,a,0.016,106.8,0.9,47.3,1,1975.738,y,0.145,0.561,0.017,152.7,3.1,2000,1994,4,n,Dru1995,wds01083+5455c.png
,152322.66-591914.5,15234-5919,HJ 4757,,136415,75323,4.94,5.73,508.06,y,.,1.009,a,.,150,.,40.5,.,2048.97,y,.,0.259,.,91.2,.,2000,1996,5,n,Lin2005a,wds15234-5919d.png
,152411.93-101918.8,15242-1019,eps Lib,.,137052,75379,4.93,.,226.9,d,.,8.4,m,1.3,52.6,9.4,215.5,7.5,14785.1,d,.,0.68,.,339.5,.,,1992,9,n,Jnc2005,wds15242-1019u.png
,152418.38+603256.3,15243+6033,GC 20737,,137687,75389,7.4,.,399.1553,d,5.8026,7.73,m,0.73,45.92,8.28,14.23,24.86,48339.9375,d,47.1401,0.1999,0.161,246.06,51.39,,1991,9,n,HIP1997d,wds15243+6033p.png
,152422.20+572305.3,15244+5723,BD+57 1581,,,75401,10.9 B,.,1171,d,432,22,m,8,68,8,283,92,49102,d,456,0.62,0.22,101,92,,1993,9,,Gln2006,wds15244+5723u.png
,152422.20+572305.3,15244+5723,BD+57 1581,,,75401,10.9 B,.,963,d,398,19,m,8,74,8,121,94,49026,d,320,0.47,0.34,132,46,,1993,9,,Gln2006,wds15244+5723v.png
,152429.54+372237.1,15245+3723,CHR 181Aa,9626,137391,75411,4.31,.,3.75,y,.,0.102,a,.,131,.,134,.,1991.39,y,.,0.28,.,51,.,2000,,2,n,Sod1999,wds15245+3723a.png
,152430.97+372049.5,15245+3723,STF1938BC,9626,137392,75415,7.09,7.63,257,y,.,1.47,a,.,134,.,174,.,1864.2,y,.,0.58,.,336,.,2000,,2,n,Sod1999,wds15245+3723c.png
,152435.95-483455.2,15246-4835,B  1288AB,,136807,75427,8.25,8.39,450,y,.,0.29,a,.,66.6,.,134.7,.,2023,y,.,0.587,.,291.1,.,2000,1993,5,,Sey2002,wds15246-4835a.png
,152511.71-465912.7,15252-4659,RST 767,,,75483,10.77,10.65,187.233,y,.,0.41,a,.,124.947,.,159,.,1896.221,y,.,0.304,.,330.417,.,2000,1970,5,n,Csa1975c,wds15252-4659a.png
,152529.49+455651.0,15255+4557,GC 20750,,137664,75508,7.28,.,755.1995,d,46.9336,5.98,m,0.73,62.65,8.54,137.04,10.43,48749.8203,d,35.9229,0,.,0,.,,1991,9,n,HIP1997d,wds15255+4557p.png
,152547.59+843014.1,15258+8430,MLR 347,,140625,75529,9.52,9.91,39.2,y,.,0.193,a,.,133.5,.,34.1,.,1978.67,y,.,0.079,.,265.5,.,2000,1993,4,,Ole2003b,wds15258+8430a.png
,152613.05-281837.7,15262-2819,RST 769,,137320,75563,10.73,10.94,173.2,y,.,0.425,a,.,133,.,1.8,.,1969.8,y,.,0.346,.,64,.,,1996,5,n,Doc1996b,wds15262-2819a.png
,152718.03+094201.1,15273+0942,A  1120,9643,137723,75645,8.5,9.1,53.275,y,.,0.174,a,.,69.7,.,166.6,.,1931.635,y,.,0.8,.,319.6,.,1900,,4,n,Sta1978c,wds15273+0942a.png
,152720.82+173806.3,15273+1738,A  2074,9645,137792,75653,8.55,9.37,59,y,.,0.206,a,.,59.9,.,117.9,.,1981.9,y,.,0.9,.,305.2,.,,1973,3,n,Baz1976,wds15273+1738a.png
,152749.85+290619.8,15278+2906,JEF   1,,137909,75695,3.68,5.2,10.27,y,0.14,0.205,a,0.002,111.1,0.9,148.2,0.5,1980.506,y,0.014,0.524,0.006,181.3,0.7,,1983,2,n,Tok1984,wds15278+2906a.png
,152809.57-092049.9,15282-0921,"BAG  25Aa,Ab",.,137763,75718,6.98,.,889.6,d,.,38.6,m,1,60.3,1.8,95.8,3.5,47967.5,d,.,0.97,.,253.9,.,,1992,9,n,Jnc2005,wds15282-0921u.png
,152812.94+025121.6,15282+0251,A  2175,9654,137844,75724,8.78,9.09,218.14,y,.,0.263,a,.,65.5,.,177.6,.,1495.5,y,.,0.5,.,254.4,.,2000,1998,3,n,Bdl2006b,wds15282+0251k.png
,153007.12-075057.9,15301-0752,G 152-31,,,,14.4,.,5.96,y,.,0.028,a,.,119,.,136,.,1980.7,y,.,0.4,.,18,.,,,9,n,Hrr1988,wds15301-0752a.png
,153044.95+380948.7,15307+3810,HU 1163,9682,138439,75949,9.23,9.73,217,y,20,0.285,a,0.011,23.2,5.1,123,12,1989.21,y,0.49,0.603,0.022,305,14,2000,1997,3,n,Hrt2000a,wds15307+3810b.png
,153122.31+363700.0,15314+3637,HR 5769,,138525,76006,6.4,.,584,d,29,10,m,14,64,18,95,40,48691,d,98,0.86,0.25,97,28,,1993,9,,Gln2006,wds15314+3637u.png
,153122.31+363700.0,15314+3637,HR 5769,,138525,76006,6.4,.,545,d,18,8,m,8,57,12,75,86,48569,d,64,0.69,0.31,111,70,,1993,9,,Gln2006,wds15314+3637v.png
,153142.89+005301.5,15317+0053,GC 20867,,138369,76031,7.43,.,616.1465,d,20.8278,16.96,m,3.32,145.16,8.72,336.72,27.68,48221.1328,d,37.1701,0.2709,0.218,203.93,21.94,,1991,9,n,HIP1997d,wds15317+0053p.png
,153146.99+405357.7,15318+4054,A  1634AB,9688,138629,76041,5.8,5.8,8.484,y,0.052,0.0602,a,0.0002,114.6,3.9,199.1,3.7,1965.94,y,0.21,0.021,0.046,302.6,3.7,2000,,3,n,Hrt1989,wds15318+4054a.png
,153248.18+194436.1,15328+1945,HU  577,9692,138641,76118,8.91,8.94,112.44,y,.,0.285,a,.,62.9,.,40,.,1944.45,y,.,0.42,.,124.5,.,,1983,3,n,Cou1984b,wds15328+1945b.png
,153309.53-242925.2,15332-2429,SEE 238BC,9689,,76143,7.77,7.96,60.4,y,.,0.235,a,.,20.5,.,25,.,1998.5,y,.,0.64,.,312,.,2000,1986,3,n,Hei1988d,wds15332-2429a.png
,153440.64+265442.8,15347+2655,COU 798,,,,8.6,8.6,83.9,y,.,0.157,a,.,44.9,.,168,.,2004.75,y,.,0.55,.,38.7,.,,,4,,Cou1999b,wds15347+2655a.png
,153441.19+264253.7,15347+2643,alp CrB,,139006,76267,2.21,.,17.3599,d,.,1.75,m,0.61,88.2,.,330.4,20.47,36751.5195,d,.,0.37,.,311,.,,1991,9,n,HIP1997d,wds15347+2643p.png
,153448.19+103219.9,15348+1032,STF1954AB,9701,138917,76276,4.17,5.16,1038,y,.,3.83,a,.,111,.,171,.,2290,y,.,0.16,.,110,.,2000,2002,4,n,WSI2004a,wds15348+1032a.png
,153508.46-411000.1,15351-4110,HJ 4786,,138690,76297,2.95,4.45,190,y,.,0.655,a,.,95,.,94.6,.,1885,y,.,0.51,.,311.5,.,2000,1988,3,n,Hei1990c,wds15351-4110a.png
,153602.59+394808.7,15360+3948,STT 298AB,9716,139341,76382,7.16,8.44,55.6,y,.,0.794,a,.,63,.,0,.,1993.99,y,.,0.59,.,23,.,2000,,1,n,Sod1999,wds15360+3948c.png
,153700.37+642623.3,15370+6426,HU 1168,9730,139905,76466,9.48,9.73,88.79,y,.,0.392,a,.,121.7,.,129.1,.,1984.66,y,.,0.62,.,50.7,.,2000,1997,3,n,Doc2001e,wds15370+6426a.png
,153812.96+361448.3,15382+3615,HU 1167AB,9731,139691,76563,8,9.87,834,y,272,1.249,a,0.1,97,2.6,80.5,2.6,2021.8,y,91.9,0,.,0,.,,1994,5,n,Dru1995,wds15382+3615a.png
,153812.96+361448.3,15382+3615,STF1964CD,9731,139691,76563,8.07,9.02,1230,y,261,1.582,a,0.027,78.4,3.8,15.9,1.6,1955.3,y,21.3,0,.,0,.,,1994,5,n,Dru1995,wds15382+3615b.png
,153902.60+254447.0,15390+2545,COU 612,,139749,76639,9.15,9.04,56,y,1,0.212,a,0.005,137.7,1,164.4,1,2027.07,y,0.2,0.405,0.01,131.2,2,2000,1996,3,n,Doc2003e,wds15390+2545d.png
,153938.72+795859.2,15396+7959,STF1989,9769,141652,76695,7.32,8.15,171.62,y,8.68,0.464,a,0.083,135.2,10.5,123.4,32.6,1904.15,y,2.89,0.961,0.014,274,22.4,2000,2004,3,n,Hrt2008,wds15396+7959k.png
,154010.96-565452.3,15402-5655,GC 21035,,139312,76734,6.66,.,893.8955,d,182.2487,6.71,m,1.96,70.39,12.72,28.94,12.87,47533.4844,d,133.6898,0,.,0,.,,1991,9,n,HIP1997d,wds15402-5655p.png
,154021.44+435046.4,15404+4351,GC 21088,,140139,76752,7.17,.,706.5644,d,70.2293,7.3,m,0.85,110.15,7.65,121.14,6.86,48603.8945,d,21.5063,0,.,0,.,,1991,9,,HIP1997d,wds15403+4351p.png
,154116.67+595915.8,15413+5959,STF1969,9756,140590,76837,9.14,9.5,325,y,.,0.82,a,.,71.3,.,34.3,.,1958.7,y,.,0.78,.,195,.,2000,1974,5,n,Hei1975b,wds15413+5959a.png
,154114.70+755940.7,15413+7559,Ross 1057,,,76832,12.2 v,.,14.5,y,.,0.0745,a,.,92,.,21,.,1982.2,y,.,0,.,180,.,,,9,,Hei1993e,wds15413+7559p.png
,154133.09+194013.8,15416+1940,HU  580AB,9744,140159,76852,5.35,5.22,21.97,y,0.15,0.21,a,0.005,83.2,0.5,70.3,0.5,2006.98,y,0.3,0.084,0.002,76.3,10,2000,2001,2,n,Doc2007d,wds15416+1940d.png
,154201.39+002725.5,15420+0027,A  2176,9747,140122,76892,8,8,53.74,y,.,0.158,a,.,34.6,.,100,.,1987.58,y,.,0.703,.,276.3,.,2000,2001,2,n,Bdl2006b,wds15420+0027k.png
,154244.64+261743.9,15427+2618,STF1967,9757,140436,76952,4.04,5.6,92.94,y,0.58,0.7353,a,0.0041,94.7,0.84,111.25,0.61,1931.66,y,0.23,0.484,0.02,105.24,0.61,2000,,2,n,Hrt1989,wds15427+2618b.png
,154540.74+504020.8,15457+5040,HU  657,9781,234257,77188,10.25,10.95,381,y,.,0.57,a,.,124.5,.,160.1,.,1974.73,y,.,0.73,.,199.3,.,,1988,5,n,Doc1991f,wds15457+5040c.png
,154632.45+195714.4,15465+1957,COU  66,,,77269,10.94,11.2,328.77,y,.,0.885,a,.,180,.,,.,,,.,0,.,,.,,,5,,Cou1999b,wds15465+1957a.png
,154915.70+603138.5,15493+6032,HU  912,9806,142089,77482,8.6,9.01,109,y,.,0.32,a,.,54,.,102,.,1988.5,y,.,0.67,.,260,.,2000,,3,n,Hei1996c,wds15493+6032a.png
,154937.20-032548.7,15496-0326,CHR 259,,141513,77516,3.75,5.39,36,y,.,0.37,a,.,103,.,296,.,1988.9,y,.,0.4,.,308,.,,,5,n,Gon2003,wds15496-0326a.png
,154957.52-485444.6,15500-4855,GC 21252,,141194,77541,5.86,.,325.032,d,16.1524,3.99,m,0.76,94.99,26.26,321.86,46.86,48281.9375,d,10.8319,0,.,0,.,,1991,9,n,HIP1997d,wds15500-4855p.png
,155115.65-030525.5,15513-0305,CHR  51,,141851,77660,5.11,.,13.54,y,.,0.184,a,.,103.6,.,61.3,.,1981.04,y,.,0.915,.,79.2,.,2000,1991,4,n,Mnt2004a,wds15513-0305a.png
,155208.39+105230.2,15521+1052,BAG   7,,,77725,9.7,11.16,1014.5,d,3,0.1,a,0.004,37.9,3.7,286.9,2.9,50828.1,d,11.2,0.367,0.017,339.6,4.9,,1997,4,n,Tok2000b,wds15521+1052a.png
,155240.19+422700.0,15527+4227,chi Her,,142373,77760,4.62,.,51.2865,d,0.4082,0.96,m,0.58,131.68,27.61,51.69,37.96,48349.0039,d,4.4425,0,.,0,.,,1991,9,n,HIP1997d,wds15527+4227p.png
,155410.28+165928.0,15542+1659,A  2080,9831,142455,77875,8.83,9.2,382.99,y,292.64,0.369,a,0.137,62.9,4.5,294,12.3,2285.17,y,443.01,0.157,0.083,40.7,217.2,2000,2004,4,n,Hrt2008,wds15542+1659k.png
,155541.93-264449.3,15557-2645,I   977,9836,142456,78002,7.99,8.48,183,y,.,0.551,a,.,57.5,.,105.5,.,1985,y,.,0.24,.,73,.,2000,1980,5,n,Hei1982c,wds15557-2645b.png
,155554.64-020951.3,15559-0210,STF1985,9842,142661,78024,7.03,8.65,2331.2,y,.,6.953,a,.,31.68,.,107.76,.,1533.8,y,.,0.38,.,132.56,.,1900,,5,n,Hop1973b,wds15559-0210a.png
,160020.01-223717.8,16003-2237,LAB   3,,143275,78401,2.39,4.62,10.583,y,0.075,0.1067,a,0.0067,48.5,6.6,159.3,7.6,1979.41,y,0.14,0.92,0.02,24,13,2000,,3,n,Hrt1996a,wds16003-2237a.png
,160102.80+331819.4,16010+3318,rho CrB,,143761,78459,4.51,.,0.10924,y,.,1.66,m,0.35,0.48,.,30.5,12.3,1997.5724,y,.,0.13,.,30,.,2000,,9,n,Gat2001a,wds16010+3318a.png
,160332.22-574629.5,16035-5747,SEE 258AB,,143474,78662,5.2,5.76,26.9,y,.,0.32,a,.,159,.,114,.,1991,y,.,0.52,.,33,.,2000,,2,n,Sod1999,wds16035-5747a.png
Y,160421.63-112224.8,16044-1122,STF1998AB,9909,144069,78727,5.16,4.87,45.9,y,.,0.654,a,.,34.5,.,25.3,.,1997.22,y,.,0.744,.,163.8,.,2000,2006,1,n,Doc2007i,wds16044-1122e.png
,160526.23-194819.4,16054-1948,bet Sco,9913,144217,78820,2.62,.,6.82825,d,.,1.42,a,0.02,111.8,0.7,294.2,0.8,49788.509,d,0.019,0.291,0.006,54.8,1.3,,,9,n,Hol1997,wds16054-1948p.png
,160526.23-194819.4,16054-1948,BU  947AB,9913,144217,78820,2.62,10.6,610,y,.,3.9,a,.,87.1,.,89.5,.,2480,y,.,0.909,.,282.9,.,2000,1999,5,n,Sey2002,wds16054-1948a.png
,160526.55-194806.6,16054-1948,MCA  42CE,9913,144218,78820,4.52,6.6,28.1,y,.,0.139,a,.,57.5,.,177.3,.,2027.8,y,.,0.303,.,87.3,.,2000,1996,4,n,Sey2002,wds16054-1948b.png
,160539.42-325142.6,16057-3252,SEE 264AB,,144179,78842,8.34,9.29,113.6,y,.,0.75,a,.,147.5,.,132.2,.,2001.2,y,.,0.16,.,101,.,2000,1986,4,n,Hei1988d,wds16057-3252a.png
,160540.29-202657.1,16057-2027,GJ 610,,144253,78843,7.4,.,0.2901,y,.,0.0124,a,.,83.2,.,215.2,.,1989.99,y,.,0.151,.,85.7,.,,,9,n,Are2000,wds16057-2027a.png
,160544.53-061728.1,16057-0617,FIN 384Aa,9918,144362,78849,7.1,7.1,4.95,y,.,0.071,a,.,116,.,147.8,.,1988.94,y,.,0.619,.,76.3,.,2000,1996,2,n,Msn2001c,wds16057-0617c.png
,160635.56-364808.0,16066-3648,the Lup,,144294,78918,4.21,.,1031.8624,d,90.7992,7.3,m,0.73,76.89,10.89,4.58,7.83,47393.3125,d,88.7378,0,.,0,.,,1991,9,n,HIP1997d,wds16066-3648p.png
,160716.17-364519.9,16073-3645,HR 5991,,144415,78970,5.71,.,868,d,54,12,m,2,67,7,197,93,48747,d,197,0.28,0.22,91,94,,1993,9,,Gln2006,wds16073-3645u.png
,160716.17-364519.9,16073-3645,HR 5991,,144415,78970,5.71,.,871,d,67,13,m,4,61,8,53,96,49012,d,398,0.27,0.34,100,51,,1993,9,,Gln2006,wds16073-3645v.png
,160755.15+142522.3,16079+1425,A  1798,9931,144935,79034,8.88,10.2,360,y,.,0.27,a,.,129.2,.,160.6,.,2025,y,.,0.464,.,217.2,.,2000,1995,4,n,Sey2002,wds16079+1425a.png
,160827.23-100607.3,16085-1006,BU  949,9932,144892,79071,7.08,8.19,55,y,.,0.5095,a,.,84.9,.,22.8,.,1903,y,.,0.88,.,299.6,.,1910,1934,3,n,WRH1940,wds16085-1006a.png
,160846.20+445605.3,16088+4456,NOI   2,.,145389,79101,4.23,.,564.69,d,0.13,32.1,m,0.2,12.1,2.9,9.1,2.5,50121.8,d,1,0.522,0.004,351.9,2.7,2000,2005,1,n,Zav2007,wds16088+4456l.png
,161129.76+094243.2,16115+0943,FIN 354,,145589,79337,7.19,7.52,48.12,y,5.62,0.142,a,0.05,92.1,3.9,82.7,3.8,1991.76,y,3.71,0.021,0.02,62.2,60.1,2000,1992,3,,Ole2004b,wds16115+0943a.png
,161148.06+362530.6,16118+3626,WRH  21,.,145849,79358,5.64,.,2200.77,d,.,9.69,m,0.85,91.4,9.7,50.5,6.6,50760.4,d,.,0.6797,.,9.73,.,,1993,9,n,Trr2007b,wds16118+3626k.png
,161248.31+392133.2,16128+3922,STF2028,9970,146100,79448,9.88,9.14,114,y,.,0.38,a,.,81.4,.,145,.,1992.65,y,.,0.57,.,212.6,.,2000,1992,3,n,Alz2001b,wds16128+3922a.png
,161318.34+133140.5,16133+1332,STF2021Aa-B,9969,145958,79492,7.43,7.48,1354,y,.,5.09,a,.,58.7,.,148.5,.,1754,y,.,0.39,.,111.4,.,1900,1957,4,n,Hop1964b,wds16133+1332a.png
